LEONARD	12	929245492
WENDY	57	2075250173
NATHAN	64	1852716719
MANUEL	66	1681566500
CURTIS	64	841062527
VICTORIA	59	1069354157
RODNEY	25	1681207289
NORMAN	60	1917050270
EDITH	27	1384160581
SHERRY	57	862050844
SYLVIA	63	1389788901
JOSEPHINE	15	2144211295
ALLEN	18	1559114053
THELMA	3	1617962145
SHEILA	28	554874262
ETHEL	51	1478225002
MARJORIE	45	1927917862
LYNN	64	2036176656
ELLEN	10	1564104371
ELAINE	5	2119721201
MARVIN	49	1529784069
CARRIE	17	1175566989
MARION	37	2022254577
CHARLOTTE	5	649540700
VINCENT	25	2124801288
GLENN	31	1936578422
TRAVIS	46	1261899700
MONICA	20	1841588140
JEFFERY	17	653471022
JEFF	3	867277470
ESTHER	20	1057271410
PAULINE	10	1012734693
JACOB	44	1171943581
EMMA	57	1273395290
CHAD	45	707100436
KYLE	4	1512042341
JUANITA	16	2075407378
DANA	49	999037772
MELVIN	23	1470866407
JESSIE	23	2106732700
RHONDA	62	2044585807
ANITA	61	2042120474
ALFRED	37	2096064349
HAZEL	19	647303377
AMBER	23	372842710
EVA	7	1827556609
BRADLEY	36	2100264517
RAY	14	453636642
JESUS	18	1711187367
DEBBIE	58	1152913529
HERBERT	1	1723977548
EDDIE	46	619704270
JOEL	14	1187989648
FREDERICK	10	1426391487
APRIL	53	1593444195
LUCILLE	28	1666465415
CLARA	37	1856360370
GAIL	67	869938533
JOANNE	12	235915156
ELEANOR	40	1922000527
VALERIE	14	2113526481
DANIELLE	13	1632617945
ERIN	1	1288266612
EDWIN	10	2123926881
MEGAN	51	1029456902
ALICIA	6	1858433067
SUZANNE	42	685619853
MICHELE	47	1822478130
DON	1	1973078375
BERTHA	67	1686680303
VERONICA	69	607614259
JILL	13	812411366
DARLENE	17	1826933896
RICKY	2	2134618403
LAUREN	46	1610822423
GERALDINE	32	2030186896
TROY	36	1565155215
STACY	50	1978975399
RANDALL	16	1706117360
CATHY	12	1947433053
JOANN	49	761172281
SALLY	46	1328990978
LORRAINE	63	991716031
BARRY	42	2054630931
ALEXANDER	65	1157005113
REGINA	45	2091149289
JACKIE	23	1728399566
ERICA	23	1954131007
BEATRICE	67	1644052953
DOLORES	39	1872248722
BERNICE	49	1430765858
MARIO	29	1856497010
BERNARD	30	1109920970
AUDREY	40	1885254175
YVONNE	12	1654424278
FRANCISCO	67	2037206540
MICHEAL	26	1025957969
LEROY	1	1740485193
JUNE	38	1421595917
ANNETTE	36	2137936225
SAMANTHA	38	2092141482
MARCUS	8	1008650425
THEODORE	7	1515305069
OSCAR	4	1895855851
CLIFFORD	15	2131799280
MIGUEL	62	1441064509
JAY	61	1937873269
RENEE	49	2144891541
ANA	29	988517942
VIVIAN	64	1461270523
JIM	62	1220799257
IDA	2	1653415512
TOM	12	1940626616
RONNIE	4	1056767108
ROBERTA	56	1158316215
HOLLY	0	994536542
BRITTANY	32	1130943574
ANGEL	49	1511389699
ALEX	60	2100932843
MELANIE	30	1898824985
JON	42	2121783176
YOLANDA	19	152910418
TOMMY	13	158015463
LORETTA	30	2016998144
JEANETTE	7	866840853
CALVIN	2	1495570258
LAURIE	35	1865979820
LEON	52	1290939789
KATIE	66	1125739170
STACEY	44	1207497887
LLOYD	24	1526668517
DEREK	56	2138593227
BILL	19	1904438792
VANESSA	62	1955457014
SUE	60	1102787398
KRISTEN	41	1964318937
ALMA	55	1686148843
WARREN	37	1669596150
ELSIE	58	1657872992
BETH	55	1585131035
VICKI	56	2137583403
JEANNE	43	2094430839
JEROME	28	1949741479
DARRELL	25	1910372354
TARA	50	885606923
ROSEMARY	20	2012096267
LEO	4	1989409630
FLOYD	59	1834087088
DEAN	24	2112744707
CARLA	41	1214600359
WESLEY	59	2132377820
TERRI	4	1511439359
EILEEN	35	777021677
COURTNEY	37	1551430192
ALVIN	29	2110137770
TIM	41	1891148176
JORGE	7	1434654934
GREG	43	1688329432
GORDON	62	1968673530
PEDRO	2	1604977238
LUCY	47	1415605914
GERTRUDE	1	913819879
DUSTIN	24	1193522373
DERRICK	55	1797209043
COREY	40	339533588
TONYA	38	2030880574
DAN	44	1645801999
ELLA	21	1976655384
LEWIS	40	1682946987
ZACHARY	9	1278429448
WILMA	53	1946733495
MAURICE	53	1559991141
KRISTIN	30	1909363595
GINA	23	1102374267
VERNON	0	795660208
VERA	69	1943898851
ROBERTO	53	1338244302
NATALIE	14	1894081054
CLYDE	46	1557698495
AGNES	9	1783648083
HERMAN	40	1392859200
CHARLENE	57	1812787373
CHARLIE	19	1299213850
BESSIE	19	2138409206
SHANE	50	631459601
DELORES	69	1111497195
SAM	61	948170645
PEARL	33	1802667109
MELINDA	27	1911146416
HECTOR	59	1052685200
GLEN	4	2043613263
ARLENE	49	1878229481
RICARDO	43	1512466981
TAMARA	35	2139848137
MAUREEN	9	184319743
LESTER	65	825535774
GENE	53	332803119
COLLEEN	7	641531639
ALLISON	42	1876005597
TYLER	45	1834662664
RICK	51	1905172386
JOY	43	1865226588
JOHNNIE	61	1474092169
GEORGIA	33	692971940
CONSTANCE	38	1386107825
RAMON	20	1957138927
MARCIA	47	2092486846
LILLIE	69	1363595557
CLAUDIA	6	2045235554
BRENT	56	747345613
TANYA	42	1939622215
NELLIE	51	761579996
MINNIE	36	1799292348
GILBERT	3	1547725926
MARLENE	54	2073192629
HEIDI	41	408605726
GLENDA	45	936950764
MARC	59	1836052556
VIOLA	32	1812769830
MARIAN	29	1377021936
LYDIA	26	1581494073
BILLIE	40	1764910668
STELLA	62	1950487180
GUADALUPE	67	487702444
CAROLINE	42	1663888246
REGINALD	44	999757546
DORA	46	1964741869
JO	64	1550806613
CECIL	61	1832061981
CASEY	67	1647407461
BRETT	10	1877376141
VICKIE	13	2015310537
RUBEN	37	1158460921
JAIME	26	1321134475
RAFAEL	15	1810359261
NATHANIEL	41	907456198
MATTIE	54	1947967413
MILTON	56	1731698699
EDGAR	22	192666785
RAUL	51	1779893486
MAXINE	1	1629843367
IRMA	56	2097861513
MYRTLE	44	1872599370
MARSHA	37	2039795989
MABEL	27	2098937917
CHESTER	10	2124316172
BEN	26	1707325027
ANDRE	63	2058497366
ADRIAN	28	718918448
LENA	47	1648841750
FRANKLIN	10	1930321911
DUANE	13	1150114292
CHRISTY	49	767442936
TRACEY	29	1127848798
PATSY	44	1900574817
GABRIEL	54	2034330522
DEANNA	59	1618125281
JIMMIE	9	1863367427
HILDA	6	1144713369
ELMER	29	1311182138
CHRISTIAN	17	709275615
BOBBIE	51	1074426850
GWENDOLYN	3	1756158341
NORA	64	1796477362
MITCHELL	61	1821264891
JENNIE	67	802812282
BRAD	8	1796059382
RON	20	1441928518
ROLAND	66	2052915526
NINA	63	1991718503
MARGIE	50	1625927612
LEAH	42	1473183132
HARVEY	35	564376450
CORY	63	1680815533
CASSANDRA	58	1658620477
ARNOLD	36	1467976298
PRISCILLA	19	1085715519
PENNY	33	2075804129
NAOMI	13	1663117986
KAY	57	895208749
KARL	14	1341916767
JARED	24	2145761968
CAROLE	64	1618196071
OLGA	33	1544573748
JAN	40	1919731395
BRANDY	15	245814299
LONNIE	57	1603540737
LEONA	39	495987192
DIANNE	54	1136875066
CLAUDE	25	2002691540
SONIA	6	1659032740
JORDAN	2	675354051
JENNY	19	1733187161
FELICIA	36	1662948910
ERIK	13	1237075092
LINDSEY	57	850652657
KERRY	50	1477544848
DARRYL	69	1101125863
VELMA	8	1274354483
NEIL	15	1259360770
MIRIAM	0	1301872146
BECKY	38	488449359
VIOLET	19	1269638680
KRISTINA	48	2062332915
JAVIER	3	1185716528
FERNANDO	12	1276136341
CODY	40	1281867593
CLINTON	36	1015923799
TYRONE	46	492103590
TONI	25	1995348129
TED	41	2053432380
RENE	27	2036230833
MATHEW	31	769769448
LINDSAY	59	263302561
JULIO	63	2011057744
DARREN	25	1986096426
MISTY	42	2055111430
MAE	43	614562019
LANCE	10	1463428294
SHERRI	54	703865622
SHELLY	60	1447560326
SANDY	59	891376922
RAMONA	53	545849229
PAT	62	2069846919
KURT	63	2118757807
JODY	1	1463836612
DAISY	15	1111009447
NELSON	3	1730215114
KATRINA	47	2074639549
ERIKA	14	1708218181
CLAIRE	27	694236463
ALLAN	60	1993941034
HUGH	37	1615622403
GUY	33	274880576
CLAYTON	40	1636048485
SHERYL	61	1007914014
MAX	4	883147649
MARGARITA	37	1024036799
GENEVA	57	546313287
DWAYNE	63	2089564349
BELINDA	12	940796478
FELIX	13	2008266982
FAYE	37	1224099978
DWIGHT	55	1505548562
CORA	58	1179051998
ARMANDO	39	1896658791
SABRINA	36	156649913
NATASHA	32	2011739119
ISABEL	14	928103026
EVERETT	50	203353749
ADA	7	866374332
WALLACE	28	1581157897
SIDNEY	20	1049620025
MARGUERITE	50	1274088512
IAN	50	974846499
HATTIE	27	764783691
HARRIET	52	1514364750
ROSIE	13	1910061171
MOLLY	52	811655633
KRISTI	8	1162424668
KEN	46	850464114
JOANNA	53	1329021155
IRIS	33	604154758
CECILIA	33	1855996325
BRANDI	64	1481584222
BOB	62	2056141064
BLANCHE	7	1854870076
JULIAN	54	1750305040
EUNICE	32	1110211374
ANGIE	68	2120986584
ALFREDO	38	1601900975
LYNDA	14	1619763416
IVAN	20	909344851
INEZ	23	1785910603
FREDDIE	10	1460041942
DAVE	62	900170516
ALBERTO	67	2002955117
MADELINE	15	1517405285
DARYL	8	935231570
BYRON	50	1473594056
AMELIA	3	959120802
ALBERTA	28	1360647255
SONYA	69	1738194263
PERRY	32	1579636506
MORRIS	13	296673814
MONIQUE	27	1899520778
MAGGIE	21	1830846599
KRISTINE	1	476108820
KAYLA	38	2140513615
JODI	11	1944255142
JANIE	67	2091763416
ISAAC	42	1634280359
GENEVIEVE	15	1566505734
CANDACE	17	456551116
YVETTE	1	743387472
WILLARD	9	1202053066
WHITNEY	68	1154023029
VIRGIL	68	1076551241
ROSS	52	1037289822
OPAL	64	2002744240
MELODY	33	1793314950
MARYANN	21	1192899023
MARSHALL	30	1041166966
FANNIE	34	1137111324
CLIFTON	33	1842305141
ALISON	2	1696706475
SUSIE	3	1947628456
SHELLEY	34	1555367680
SERGIO	52	1295057944
SALVADOR	64	1450764993
OLIVIA	64	1876791488
LUZ	54	942142347
KIRK	4	1581137609
FLORA	55	910479404
ANDY	52	1669894256
VERNA	66	1747050516
TERRANCE	10	1645026196
SETH	32	1355414545
MAMIE	64	487063320
LULA	28	2109566257
LOLA	18	1936278383
KRISTY	7	1196276937
KENT	14	1523842277
BEULAH	32	1956970805
ANTOINETTE	19	1947807045
TERRENCE	47	1050822237
GAYLE	9	1417493478
EDUARDO	20	2001816350
PAM	32	1693723896
KELLI	14	915906632
JUANA	31	1960587616
JOEY	0	886968246
JEANNETTE	2	1035431194
ENRIQUE	66	847823870
DONNIE	29	1478201975
CANDICE	6	986602020
WADE	11	1800843644
HANNAH	35	1382815943
FRANKIE	56	1529809830
BRIDGET	54	1640047369
AUSTIN	37	1016809905
STUART	57	610594720
KARLA	39	1994943137
EVAN	46	1824626494
CELIA	17	2032024053
VICKY	16	1639999128
SHELIA	27	1702844665
PATTY	27	1341029988
NICK	24	306240657
LYNNE	35	1458214672
LUTHER	31	1993456010
LATOYA	30	2012443920
FREDRICK	52	360194137
DELLA	41	1002406686
ARTURO	29	1995791938
ALEJANDRO	35	1874682282
WENDELL	60	1225063679
SHERI	20	1287601747
MARIANNE	16	1832735375
JULIUS	24	2147256497
JEREMIAH	56	887538634
SHAUN	5	1759522181
OTIS	22	1909040400
KARA	39	120376941
JACQUELYN	65	1982721390
ERMA	59	1372914676
BLANCA	62	1536735119
ANGELO	49	1775096179
ALEXIS	23	2040647439
TREVOR	26	1444596322
ROXANNE	44	2000845501
OLIVER	56	758773841
MYRA	49	1671023938
MORGAN	4	841040029
LUKE	25	1424099071
LETICIA	1	1433517176
KRISTA	42	1831013990
HOMER	24	1222570337
GERARD	43	663305578
DOUG	9	1092399688
CAMERON	25	1051637993
SADIE	42	1760490790
ROSALIE	55	766495991
ROBYN	35	2048634415
KENNY	47	1980621843
IRA	28	1411937393
HUBERT	60	1761695251
BROOKE	28	1853768241
BETHANY	46	1704400391
BERNADETTE	60	1770420223
BENNIE	37	2051600586
ANTONIA	45	859487182
ANGELICA	7	2015052978
ALEXANDRA	39	1846843227
ADRIENNE	41	903744155
TRACI	7	1498001666
RACHAEL	22	707563141
NICHOLE	6	856822889
MURIEL	10	1472198340
MATT	69	1145339676
MABLE	10	1134511553
LYLE	19	1221733744
LAVERNE	12	1134632866
KENDRA	5	2057347147
JASMINE	47	1246188075
ERNESTINE	61	1731919362
CHELSEA	24	2033670461
ALFONSO	3	1777116460
REX	21	1279011026
ORLANDO	64	2118528172
OLLIE	59	1970251793
NEAL	55	1756294686
MARCELLA	13	999908700
LOREN	12	910588568
KRYSTAL	28	946486311
ERNESTO	15	1422129984
ELENA	37	1601973329
CARLTON	60	1047255698
BLAKE	8	1936874396
ANGELINA	43	1523684140
WILBUR	51	1121548742
TAYLOR	1	899913879
SHELBY	65	1533732895
RUDY	65	647477637
RODERICK	40	2059492316
PAULETTE	32	1388465513
PABLO	60	2011076065
OMAR	64	1890722681
NOEL	5	1065782752
NADINE	32	1663126896
LORENZO	6	998894995
LORA	18	2045506358
LEIGH	6	1953376124
KARI	64	2006830816
HORACE	0	148523286
GRANT	13	1919608906
ESTELLE	25	1685411204
DIANNA	59	1962789263
WILLIS	4	689641733
ROSEMARIE	19	1265558764
RICKEY	30	1784284057
MONA	48	1458181360
KELLEY	36	1884391793
DOREEN	43	2072807074
DESIREE	11	1681771154
ABRAHAM	38	1856502218
RUDOLPH	69	1374208431
PRESTON	13	1526679186
MALCOLM	12	1450965385
KELVIN	62	1811959084
JOHNATHAN	20	1195843768
JANIS	66	2117204705
HOPE	26	1528644369
GINGER	11	2103570138
FREDA	53	836981858
DAMON	52	1202033069
CHRISTIE	41	1810258258
CESAR	21	1769717453
BETSY	58	691198506
ANDRES	41	1832548701
WM	59	1125283528
TOMMIE	4	2123349253
TERI	32	1087812464
ROBBIE	69	2035109091
MEREDITH	50	1533440801
MERCEDES	58	1239963033
MARCO	48	609972388
LYNETTE	46	1968759971
EULA	65	1576563747
CRISTINA	39	949316615
ARCHIE	58	2072942067
ALTON	35	1878362501
SOPHIA	19	1539852927
ROCHELLE	46	1853261967
RANDOLPH	33	1012811954
PETE	60	1081630387
MERLE	38	1937788099
MEGHAN	36	1918699517
JONATHON	11	1760487838
GRETCHEN	68	1541413663
GERARDO	48	2054569818
GEOFFREY	41	2104112535
GARRY	68	1720320759
FELIPE	3	1522033769
ELOISE	8	682145592
ED	10	1907751818
DOMINIC	61	952751839
DEVIN	62	301854693
CECELIA	35	1724777834
CARROLL	49	1617752470
RAQUEL	19	1851770100
LUCAS	15	1116055404
JANA	41	1653278513
HENRIETTA	61	1074031757
GWEN	26	1327057470
GUILLERMO	22	1266829203
EARNEST	1	974205853
DELBERT	1	997739302
COLIN	10	772531116
ALYSSA	24	1277982452
TRICIA	23	2057001140
TASHA	67	1489983368
SPENCER	3	1993533931
RODOLFO	38	812538460
OLIVE	31	1947742570
MYRON	15	2056116635
JENNA	51	1543251302
EDMUND	49	1129159370
CLEO	44	1894932219
BENNY	61	1780412214
SOPHIE	26	1913009320
SONJA	59	743256578
SILVIA	26	462008747
SALVATORE	30	1496428717
PATTI	52	176999069
MINDY	18	1480832692
MAY	22	1274253192
MANDY	54	1454427849
LOWELL	61	768687731
LORENA	54	1923854804
LILA	36	1754162748
LANA	27	1971143880
KELLIE	54	1906000484
KATE	17	1064527424
JEWEL	61	1627307057
GREGG	59	547478193
GARRETT	69	1257782485
ESSIE	24	636530432
ELVIRA	52	1980950029
DELIA	48	1923940785
DARLA	48	1210224963
CEDRIC	63	1884131338
WILSON	45	1888306752
SYLVESTER	9	1944070710
SHERMAN	39	381894275
SHARI	62	594879831
ROOSEVELT	12	1213747030
MIRANDA	33	2002696985
MARTY	24	1511530644
MARTA	40	1271563104
LUCIA	14	942187390
LORENE	44	1078255777
LELA	47	1633698238
JOSEFINA	63	1186148739
JOHANNA	4	1232035998
JERMAINE	40	1948359082
JEANNIE	60	1626500260
ISRAEL	28	2118106666
FAITH	57	1751705822
ELSA	34	1346906877
DIXIE	58	1635832006
CAMILLE	50	1716666978
WINIFRED	49	1280741729
WILBERT	40	1155426335
TAMI	28	1137826712
TABITHA	16	1439717379
SHAWNA	17	412723200
RENA	19	1510479991
ORA	69	1804883869
NETTIE	67	1109967406
MELBA	28	1671288595
MARINA	46	1113791772
LELAND	9	1008857423
KRISTIE	22	1855962136
FORREST	36	1630935302
ELISA	33	1431812449
EBONY	16	1852533304
ALISHA	69	467192707
AIMEE	26	2093326200
TAMMIE	39	1905053126
SIMON	21	1666447574
SHERRIE	10	1866955464
SAMMY	14	964006476
RONDA	59	2083184210
PATRICE	55	1843054647
OWEN	7	838155795
MYRNA	37	1736005510
MARLA	53	1817972538
LATASHA	37	943016875
IRVING	48	1824816983
DALLAS	48	2120632634
CLARK	39	1791745738
BRYANT	69	1094810690
BONITA	61	770156211
AUBREY	55	1936252809
ADDIE	22	881831256
WOODROW	47	1949411310
STACIE	21	1679210552
RUFUS	57	565774672
ROSARIO	59	1999506359
REBEKAH	49	1822635295
MARCOS	67	1572582915
MACK	20	1437478197
LUPE	57	1124257812
LUCINDA	3	656281930
LOU	33	2021761566
LEVI	54	1284124909
LAURENCE	23	1130825051
KRISTOPHER	9	1094669286
JEWELL	39	917668585
JAKE	12	853651787
GUSTAVO	44	805683605
FRANCINE	62	2101585165
ELLIS	24	2125966617
DREW	1	1608346022
DORTHY	47	115192192
DELORIS	29	1146350691
CHERI	55	818332359
CELESTE	50	1198373914
CARA	62	1551817709
ADRIANA	13	2066816007
ADELE	20	622736177
ABIGAIL	52	1870283424
TRISHA	40	1685666155
TRINA	68	2069633121
TRACIE	28	1684973446
SALLIE	24	1330236358
REBA	33	788288398
ORVILLE	32	2054844080
NIKKI	64	1903656017
NICOLAS	4	1960736729
MARISSA	27	874235729
LOURDES	4	1901427762
LOTTIE	25	1887169236
LIONEL	20	1668101002
LENORA	3	1808865132
LAUREL	8	1454927315
KERRI	19	701694105
KELSEY	25	1467493094
KARIN	11	1810481349
JOSIE	42	1244939243
JANELLE	59	1522965085
ISMAEL	36	1291019353
HELENE	37	1096424170
GILBERTO	39	2073639620
GALE	19	1672138502
FRANCISCA	61	2109231966
FERN	30	1911180243
ETTA	64	1166652474
ESTELLA	14	593062038
ELVA	13	1995276752
EFFIE	62	1725081757
DOMINIQUE	7	1639455503
CORINNE	4	381872092
CLINT	2	1729599885
BRITTNEY	45	1813388893
AURORA	20	2119669854
WILFRED	33	2140993362
TOMAS	49	557105885
TOBY	40	1531393435
SHELDON	2	1609441989
SANTOS	21	2058764770
MAUDE	41	1622136093
LESLEY	68	1668670451
JOSH	11	488636365
JENIFER	30	249865166
IVA	0	1939268023
INGRID	69	1306141320
INA	46	703455733
IGNACIO	38	1672937256
HUGO	69	1655867040
GOLDIE	28	490272865
EUGENIA	44	1199326708
ERVIN	39	2121912327
ERICK	48	921059136
ELISABETH	42	1413292705
DEWEY	51	1026926886
CHRISTA	67	1871193641
CASSIE	62	2034912729
CARY	31	1610230675
CALEB	58	1080119633
CAITLIN	27	1363822163
BETTIE	0	1810762454
AL	67	1365998647
AIDA	22	1342138104
VAN	8	1464460322
THERESE	23	945440441
TERENCE	17	723900306
TAMIKA	25	744915091
STEWART	36	1647670198
SANTIAGO	34	843115016
ROSETTA	33	473055329
ROGELIO	54	1905407581
RAMIRO	57	2061400361
POLLY	5	1673747443
NOAH	39	948746047
LORNA	3	1588811405
LATONYA	38	1692819391
KRIS	2	1612353070
JANETTE	25	1761301194
ELIAS	5	1665117369
ELBERT	23	1315298659
DOYLE	37	247223084
DINA	22	1522533740
DENA	40	1872059486
DEBORA	58	1722413286
DARREL	48	1808079447
DARNELL	61	897442761
CONSUELO	48	1174728337
CONRAD	1	1694712716
CHERIE	23	2022226244
CAREY	54	1828693710
CANDY	53	1001251470
BERT	19	1585405999
ALONZO	20	1442228772
TRUDY	20	833856354
TERRELL	40	1567467369
STEFANIE	21	1597345918
SHANNA	3	1494232258
ROLANDO	1	1131893258
PHIL	4	1486249886
PERCY	23	1735531006
PATRICA	57	1730913491
NELL	10	1241394576
LAMAR	19	2146363394
KIMBERLEY	9	516978282
JILLIAN	55	307261037
HELENA	67	234558189
GRADY	48	1687771703
FAY	47	1369765278
ESPERANZA	55	1041840106
DOROTHEA	55	1925853739
DEXTER	35	258680326
DEVON	21	1501169966
DEE	59	581263581
CORNELIUS	49	1001143651
CLAY	37	188256167
CAROLINA	25	629488976
BRADFORD	4	1074801190
SUSANNE	34	1798019175
SAUL	46	1053733402
ROMAN	6	1232616720
RANDAL	38	1895828662
OLA	67	2082134602
MOSES	42	1941355106
MOLLIE	53	2005006549
MICKEY	63	1870174033
MARIBEL	41	778385283
LOUIE	22	1095566375
KENDALL	8	1571882149
JANINE	24	1913402602
IRVIN	5	1415244873
DARIN	44	1658122046
AMOS	69	866666282
ALISA	34	841719313
WINSTON	15	1805535509
TIMMY	46	1849001521
SUSANA	54	404060240
RACHELLE	13	1254242982
PETRA	7	1306311460
PAIGE	12	1281929397
MICAH	14	1534674503
MARLON	68	1377777599
LEOLA	69	1069919010
KEISHA	62	1257412417
JONI	36	1358994241
JOLENE	40	373520831
JOCELYN	41	260219669
JERALD	18	389601780
ISABELLE	45	313134025
IMOGENE	40	2097515077
GRACIELA	37	2022118908
ESTER	56	1445482630
EMMETT	64	1511246464
EMILIO	1	1890176451
EMIL	61	2110206629
EMANUEL	31	1438804817
ELISE	30	153280630
ELIJAH	43	967980650
EDMOND	22	829412648
DOMINICK	56	1144586135
DOMINGO	30	1254354199
DARRIN	43	1295939716
DAPHNE	58	283828314
CECILE	16	1729610021
BRENDAN	33	1735523089
BOYD	54	2071624618
BETTE	67	803416381
ALTA	45	1649240742
ABEL	48	262863526
WILL	61	1209033218
URSULA	36	1659449368
TRENT	1	1813051194
TONIA	22	629549863
TEDDY	30	821135619
STEPHAN	39	865890817
